rank,opportunity_id,opportunity_name,opportunity_type,opportunity_score,opportunity_level,confidence_score
9173,customer_60de4491ffb20042d1970c993b5b3726,60de4491ffb20042d1970c993b5b3726,customer,19.868391944071846,Low,70.68
9174,customer_8b25c3b5aa20159c08f30bfd1923bea5,8b25c3b5aa20159c08f30bfd1923bea5,customer,19.868362208002935,Low,70.68
9175,customer_eb4a893ea8b36a4d88daeb9c433103d7,eb4a893ea8b36a4d88daeb9c433103d7,customer,19.868356995203293,Low,70.68
9176,customer_192c01f38c11a232c09098cf73f10d7d,192c01f38c11a232c09098cf73f10d7d,customer,19.86816969391952,Low,70.68
9177,customer_eb9829b9e4003dcb7ffe5a6fb98682a1,eb9829b9e4003dcb7ffe5a6fb98682a1,customer,19.86807029635861,Low,70.68
9178,customer_db1b1fac87eb5c686792555f51ae2569,db1b1fac87eb5c686792555f51ae2569,customer,19.86794365357395,Low,70.68
9179,customer_8d53fbea5a20c43213a4ae7d8f90032c,8d53fbea5a20c43213a4ae7d8f90032c,customer,19.867889394235778,Low,70.68
9180,customer_89ac3e5e9a034510b8cc15f21bf1c8cf,89ac3e5e9a034510b8cc15f21bf1c8cf,customer,19.867885840287645,Low,70.68
9181,customer_4dd1b10247e8e0e4387db762e20a2b50,4dd1b10247e8e0e4387db762e20a2b50,customer,19.86778442950757,Low,70.68
9182,customer_8c8d91273330ce597546a695893d8d85,8c8d91273330ce597546a695893d8d85,customer,19.867733605994975,Low,70.68
9183,customer_56b7b493361cf14f3bc96d81c0efbc3b,56b7b493361cf14f3bc96d81c0efbc3b,customer,19.867733605994975,Low,70.68
9184,customer_629efa22bb20f2263370589defe312c1,629efa22bb20f2263370589defe312c1,customer,19.867681005508317,Low,70.68
9185,customer_7c9f20c08a4bc9d2e7337e87e29de2f2,7c9f20c08a4bc9d2e7337e87e29de2f2,customer,19.867633735943855,Low,70.68
9186,customer_14f5d517dec218dfb0edf1d8158f7e1a,14f5d517dec218dfb0edf1d8158f7e1a,customer,19.867612648500174,Low,70.68
9187,customer_00f326313b0a02392c17028f78338df0,00f326313b0a02392c17028f78338df0,customer,19.867498798901632,Low,70.68
9188,customer_5f5072aea26091ec5d4d4ac22bd889a3,5f5072aea26091ec5d4d4ac22bd889a3,customer,19.867463850033076,Low,70.68
9189,customer_f4fe5603c107e6f5926b8a2f740f1512,f4fe5603c107e6f5926b8a2f740f1512,customer,19.86736397998196,Low,70.68
9190,customer_88c48ca1cdf654520e0089ac8270fdbc,88c48ca1cdf654520e0089ac8270fdbc,customer,19.867148719603342,Low,70.68
9191,customer_de031c302b6b340148a5ae814e393539,de031c302b6b340148a5ae814e393539,customer,19.867031197934118,Low,70.68
9192,customer_56e9ccb289fa7230f6d823d9799a3b91,56e9ccb289fa7230f6d823d9799a3b91,customer,19.866943766701457,Low,70.68
9193,customer_e7092fa42929a17f78c5f5406c08e215,e7092fa42929a17f78c5f5406c08e215,customer,19.86661264350513,Low,70.68
9194,customer_a53001b98f0402247da48e45f06bfb20,a53001b98f0402247da48e45f06bfb20,customer,19.866327367266848,Low,70.68
9195,customer_066ebf6c0b5642ed5ec6a1e7e3f03e12,066ebf6c0b5642ed5ec6a1e7e3f03e12,customer,19.866276425631703,Low,70.68
9196,customer_b86bb7e170395e327dc427b4a2ab0f59,b86bb7e170395e327dc427b4a2ab0f59,customer,19.86620463279798,Low,70.68
9197,customer_cd15a11ee525fa608ed96e9bd9636baf,cd15a11ee525fa608ed96e9bd9636baf,customer,19.866132958086812,Low,70.68
9198,customer_46cdd1ae646279e9b4204ec41b52d8c6,46cdd1ae646279e9b4204ec41b52d8c6,customer,19.866005010818295,Low,70.68
9199,customer_19fb9d4c1e61c26e2a0b8d80e97b057e,19fb9d4c1e61c26e2a0b8d80e97b057e,customer,19.86600145687017,Low,70.68
9200,customer_64f66f9fb3f3c522e310821c0d67fc89,64f66f9fb3f3c522e310821c0d67fc89,customer,19.865758119274147,Low,70.68
9201,customer_dcd27efb93b723b301f8bac00e5d7e01,dcd27efb93b723b301f8bac00e5d7e01,customer,19.865479933690644,Low,71.68
9202,customer_d630b2db27b08f7beeb032c7d002d3c5,d630b2db27b08f7beeb032c7d002d3c5,customer,19.865390270235203,Low,70.68
9203,customer_5a9749306bde2b86113efa96bbeb201a,5a9749306bde2b86113efa96bbeb201a,customer,19.865267653888882,Low,70.68
9204,customer_9bdeb44994c8a469d0555497fd70c3d5,9bdeb44994c8a469d0555497fd70c3d5,customer,19.865166124986256,Low,70.68
9205,customer_b60149b98fa462e9db51a623071f27d8,b60149b98fa462e9db51a623071f27d8,customer,19.865092555178464,Low,70.68
9206,customer_18add9866a5b48978797303297604c43,18add9866a5b48978797303297604c43,customer,19.865017208396612,Low,70.68
9207,customer_d6498e8462ab6bb5f5e4811e4765cabe,d6498e8462ab6bb5f5e4811e4765cabe,customer,19.864966503006567,Low,70.68
9208,customer_c48b56da021ee338f55ae79297f042b5,c48b56da021ee338f55ae79297f042b5,customer,19.8648263531647,Low,70.68
9209,customer_8f5296bd464fb76bec1a7b45bcf5fc01,8f5296bd464fb76bec1a7b45bcf5fc01,customer,19.864661798176122,Low,70.68
9210,customer_3b3cc28dd7cc5ac2e6ee4ca3192e4c0e,3b3cc28dd7cc5ac2e6ee4ca3192e4c0e,customer,19.864612751637598,Low,70.68
9211,customer_4e8a9b92baba9ccd5905e1e4e8760a8c,4e8a9b92baba9ccd5905e1e4e8760a8c,customer,19.864425450353814,Low,70.68
9212,customer_61e207a0f8285029e97637908aa6f364,61e207a0f8285029e97637908aa6f364,customer,19.864383275466448,Low,70.68
9213,customer_bee9909cf1e691c338c5a79c370f86ed,bee9909cf1e691c338c5a79c370f86ed,customer,19.864346667746382,Low,70.68
9214,customer_09f851560b90342e505b5a3404d5e239,09f851560b90342e505b5a3404d5e239,customer,19.86433422892792,Low,70.68
9215,customer_940cb8d54d3d65de1bb0f097212d1a3d,940cb8d54d3d65de1bb0f097212d1a3d,customer,19.86433422892792,Low,70.68
9216,customer_28d0fda43c68918a320277a655dc8130,28d0fda43c68918a320277a655dc8130,customer,19.86433422892792,Low,70.68
9217,customer_5a301da3a0c50579da166564ac781176,5a301da3a0c50579da166564ac781176,customer,19.86425366934642,Low,70.68
9218,customer_2ff85a88d2a10e213a173eeb015e8d20,2ff85a88d2a10e213a173eeb015e8d20,customer,19.864118850426753,Low,70.68
9219,customer_4affc8f04011f35b1b1411bf56841f0e,4affc8f04011f35b1b1411bf56841f0e,customer,19.864061037140445,Low,70.68
9220,customer_2141ed29dd6eed2cef74cb781ac9e476,2141ed29dd6eed2cef74cb781ac9e476,customer,19.86405807380508,Low,70.68
9221,customer_ead67853687963974dfd6a3c23072deb,ead67853687963974dfd6a3c23072deb,customer,19.863912593041015,Low,70.68
9222,customer_991d8d6fd4f06905faf01b1a17505535,991d8d6fd4f06905faf01b1a17505535,customer,19.863668782954786,Low,70.68
9223,customer_4b71d99501b75f685e69d6120790bc7b,4b71d99501b75f685e69d6120790bc7b,customer,19.86344807353142,Low,70.68
9224,customer_012ab8ee5f7d76005d838758e9a9452c,012ab8ee5f7d76005d838758e9a9452c,customer,19.86339026024512,Low,70.68
9225,customer_c0c64d2ec7836c9a9f5be4dcff4ccd2e,c0c64d2ec7836c9a9f5be4dcff4ccd2e,customer,19.863334223932878,Low,70.68
9226,customer_47e8ef9d4dbc59ab98422f3a07f6865a,47e8ef9d4dbc59ab98422f3a07f6865a,customer,19.86324323875209,Low,70.68
9227,customer_45efa936101ebd3d68d9afe76395aa90,45efa936101ebd3d68d9afe76395aa90,customer,19.86322937732722,Low,70.68
9228,customer_b722a2beec8ec800c2c5f8d91c575bf3,b722a2beec8ec800c2c5f8d91c575bf3,customer,19.86317665871801,Low,70.68
9229,customer_578b6cae96786a167ce81b3d0b884be5,578b6cae96786a167ce81b3d0b884be5,customer,19.863026083276853,Low,70.68
9230,customer_cfeb0902adeae93647ede529e5b1d9e9,cfeb0902adeae93647ede529e5b1d9e9,customer,19.86301553955501,Low,70.68
9231,customer_f3145438007e70fb9bd4fd460b20dc78,f3145438007e70fb9bd4fd460b20dc78,customer,19.863003336981656,Low,70.68
9232,customer_cf20c5266fa8c3730147da060ac33b54,cf20c5266fa8c3730147da060ac33b54,customer,19.86258644140418,Low,70.68
9233,customer_7a4c7a21fd3aad6cc3dbffa5743d7b70,7a4c7a21fd3aad6cc3dbffa5743d7b70,customer,19.862537512988204,Low,70.68
9234,customer_143ac1358dbb2d185d4873965fcc28e4,143ac1358dbb2d185d4873965fcc28e4,customer,19.862525192292303,Low,70.68
9235,customer_30601ff4bc10bc566c995c703a463866,30601ff4bc10bc566c995c703a463866,customer,19.862497233197455,Low,70.68
9236,customer_7d0dcbb0e866ab4751265cb56cac6c39,7d0dcbb0e866ab4751265cb56cac6c39,customer,19.862416555493404,Low,70.68
9237,customer_c32f299011486bdf37a4df846b6bd39d,c32f299011486bdf37a4df846b6bd39d,customer,19.86238859639856,Low,70.68
9238,customer_4871fa68534498e54aa3064b07a7717f,4871fa68534498e54aa3064b07a7717f,customer,19.86238859639856,Low,70.68
9239,customer_3b840168e2fe4caf2e80969f83f368da,3b840168e2fe4caf2e80969f83f368da,customer,19.862335995911902,Low,70.68
9240,customer_68da7668b72fe5a53dc260c38e5338d9,68da7668b72fe5a53dc260c38e5338d9,customer,19.862311472642638,Low,70.68
9241,customer_b80aea5d566c55201d7c72d6c8580477,b80aea5d566c55201d7c72d6c8580477,customer,19.861989234316635,Low,70.68
9242,customer_f52a2716bb4d8330e7123e21113841fa,f52a2716bb4d8330e7123e21113841fa,customer,19.861989234316635,Low,70.68
9243,customer_60b1f3a63a343b4062c21cd5efdbfa11,60b1f3a63a343b4062c21cd5efdbfa11,customer,19.861959498247728,Low,70.68
9244,customer_e18e1db417f0bc97f9065c4aeae3f9d3,e18e1db417f0bc97f9065c4aeae3f9d3,customer,19.86194030590066,Low,70.68
9245,customer_68eda43465aed52e460e912f9bb53707,68eda43465aed52e460e912f9bb53707,customer,19.861798379084725,Low,70.68
9246,customer_c7b3b58a202994feaa5f25914fe976dc,c7b3b58a202994feaa5f25914fe976dc,customer,19.861653016443213,Low,70.68
9247,customer_dd617479f0dc971a1ba56c220e645c4d,dd617479f0dc971a1ba56c220e645c4d,customer,19.86130625484795,Low,70.68
9248,customer_0478a6ce7961c89622e3de039c9c060a,0478a6ce7961c89622e3de039c9c060a,customer,19.86130625484795,Low,70.68
9249,customer_c6f8ad34724df04e4f53f5e4ccbfadf2,c6f8ad34724df04e4f53f5e4ccbfadf2,customer,19.861285639894483,Low,70.68
9250,customer_cce3432f546c60893bd2ad7a2001148a,cce3432f546c60893bd2ad7a2001148a,customer,19.861220482466802,Low,70.68
9251,customer_15b88f24227a8ca196c91c76f208f17c,15b88f24227a8ca196c91c76f208f17c,customer,19.861206384796827,Low,70.68
9252,customer_17ce6eedc5e8ec89bb143e97521b72b5,17ce6eedc5e8ec89bb143e97521b72b5,customer,19.86114513568495,Low,70.68
9253,customer_c4c750e587cdcd37fd7bc2181577d3a4,c4c750e587cdcd37fd7bc2181577d3a4,customer,19.86114513568495,Low,70.68
9254,customer_954b7bf38f6844c27fc1d08957e5a500,954b7bf38f6844c27fc1d08957e5a500,customer,19.86114335871088,Low,70.68
9255,customer_9cd77cccf0e0dd303946f406c3695e8f,9cd77cccf0e0dd303946f406c3695e8f,customer,19.861027850260832,Low,70.68
9256,customer_8e29799c4ba7191b201ee13f4acece91,8e29799c4ba7191b201ee13f4acece91,customer,19.860784394542264,Low,70.68
9257,customer_053621a4996224c4f3b3296aab032d4d,053621a4996224c4f3b3296aab032d4d,customer,19.860649575622595,Low,70.68
9258,customer_e89eff2dea04c668730bdc3431955091,e89eff2dea04c668730bdc3431955091,customer,19.860640808874816,Low,70.68
9259,customer_e138c913b233c23a598a9c068b90808c,e138c913b233c23a598a9c068b90808c,customer,19.860588208388158,Low,70.68
9260,customer_951a6d4dc50443180d5e4f20f02693ad,951a6d4dc50443180d5e4f20f02693ad,customer,19.860570674892607,Low,70.68
9261,customer_58e59edbd1992e47ac5db1e6eddd4283,58e59edbd1992e47ac5db1e6eddd4283,customer,19.86040434292996,Low,70.68
9262,customer_26d8e97a00c1077e9032499763d72d3e,26d8e97a00c1077e9032499763d72d3e,customer,19.86033255009624,Low,70.68
9263,customer_fbb92e8f9ab09c4308326e54402326ed,fbb92e8f9ab09c4308326e54402326ed,customer,19.860320938135647,Low,70.68
9264,customer_cdbe9e6dda65875d53fa13065d5a4ee9,cdbe9e6dda65875d53fa13065d5a4ee9,customer,19.86014868463804,Low,70.68
9265,customer_c7e7c9292cbefb5a73573095f0ff21a6,c7e7c9292cbefb5a73573095f0ff21a6,customer,19.86014524881246,Low,70.68
9266,customer_1bf01d651bed9bce021e42821cf2836b,1bf01d651bed9bce021e42821cf2836b,customer,19.859987565475038,Low,70.68
9267,customer_4e1880f9ad64b328afddeda8582db702,4e1880f9ad64b328afddeda8582db702,customer,19.859878928676146,Low,70.68
9268,customer_379ede85ebaa3908364a741eccd70a6e,379ede85ebaa3908364a741eccd70a6e,customer,19.859878928676146,Low,70.68
9269,customer_dd09030ada5eb2681e6281cdbdd4d4db,dd09030ada5eb2681e6281cdbdd4d4db,customer,19.859878928676146,Low,70.68
9270,customer_48e211365405f1f76b9f582c4acc60e7,48e211365405f1f76b9f582c4acc60e7,customer,19.859805358868353,Low,70.68
9271,customer_7801badc78d7bb52422028d088d6edbd,7801badc78d7bb52422028d088d6edbd,customer,19.85980370001684,Low,70.68
9272,customer_83bcfeb972ccaa57c18425b7e67ff5b5,83bcfeb972ccaa57c18425b7e67ff5b5,customer,19.85975109953018,Low,70.68
9273,customer_ad1b3b08e95d4a77225285756f2b589c,ad1b3b08e95d4a77225285756f2b589c,customer,19.85972314043534,Low,70.68
9274,customer_e695f9738e2db2efdb1143e722c2ec63,e695f9738e2db2efdb1143e722c2ec63,customer,19.859677647844943,Low,70.68
9275,customer_56e99250274944f6339597af9e1588ac,56e99250274944f6339597af9e1588ac,customer,19.859550173066644,Low,70.68
9276,customer_6b341d2f1dd8fe09ce36560b4a4255c5,6b341d2f1dd8fe09ce36560b4a4255c5,customer,19.859479802839324,Low,70.68
9277,customer_21e61aad3bba3bfa836a0f17d0fca14e,21e61aad3bba3bfa836a0f17d0fca14e,customer,19.859404337934915,Low,70.68
9278,customer_6a165db64d4a39606600290ca9f770b9,6a165db64d4a39606600290ca9f770b9,customer,19.859250208545625,Low,70.68
9279,customer_70479d0f415da6600a1e566a3752b4d2,70479d0f415da6600a1e566a3752b4d2,customer,19.859209928754876,Low,70.68
9280,customer_383d3467a4c68eb30648087a9373525b,383d3467a4c68eb30648087a9373525b,customer,19.859108399852246,Low,70.68
9281,customer_fd2950e33648943251be2604ef88b24f,fd2950e33648943251be2604ef88b24f,customer,19.85890344695036,Low,70.68
9282,customer_e233062121e0503f6c4aafd892c6f9b8,e233062121e0503f6c4aafd892c6f9b8,customer,19.858898470395822,Low,70.68
9283,customer_e73b8457f9e905bde2d44951fb0077e9,e73b8457f9e905bde2d44951fb0077e9,customer,19.85882288736886,Low,70.68
9284,customer_a7aa788135db123893aad25c7ba39518,a7aa788135db123893aad25c7ba39518,customer,19.858684514501057,Low,70.68
9285,customer_5877b1849403b41a93001b91c5d669df,5877b1849403b41a93001b91c5d669df,customer,19.858582985598428,Low,70.68
9286,customer_376c6321c9b503efcd9614adb8cc0d30,376c6321c9b503efcd9614adb8cc0d30,customer,19.858511192764702,Low,70.68
9287,customer_481b92cf4d0d566a5fac800ee98ddeb6,481b92cf4d0d566a5fac800ee98ddeb6,customer,19.858479797844282,Low,70.68
9288,customer_566ef46eec03ac4a0e424357fa71db1e,566ef46eec03ac4a0e424357fa71db1e,customer,19.85820471096019,Low,70.68
9289,customer_35694662ee96ef8cd104c2e9e9f2156c,35694662ee96ef8cd104c2e9e9f2156c,customer,19.85797736613077,Low,70.68
9290,customer_d2f28957708c477204aaddbad2f2c37c,d2f28957708c477204aaddbad2f2c37c,customer,19.857884367730804,Low,70.68
9291,customer_4cfa9d9ed1a4b7321fb592ce48766760,4cfa9d9ed1a4b7321fb592ce48766760,customer,19.85743607723291,Low,70.68
9292,customer_a81d8129eabc9d184da6e894b7655cfe,a81d8129eabc9d184da6e894b7655cfe,customer,19.85739212537148,Low,70.68
9293,customer_5192c897072033288df55bd01b0e5737,5192c897072033288df55bd01b0e5737,customer,19.857253870626227,Low,70.68
9294,customer_eca47d88709730dffaf3f221a8f3e89b,eca47d88709730dffaf3f221a8f3e89b,customer,19.857253870626227,Low,70.68
9295,customer_68fefc63c7f4712e422886b114d20241,68fefc63c7f4712e422886b114d20241,customer,19.85701041490766,Low,70.68
9296,customer_3d9a62d9ff035daaccfa893766a92de3,3d9a62d9ff035daaccfa893766a92de3,customer,19.85691753463025,Low,70.68
9297,customer_a9403b325f6e6619eaf3cfe9af0773bd,a9403b325f6e6619eaf3cfe9af0773bd,customer,19.856915757656186,Low,70.68
9298,customer_37ba3c18f4e2c152aef9e61aa2fb4ae1,37ba3c18f4e2c152aef9e61aa2fb4ae1,customer,19.856891234386918,Low,70.68
9299,customer_3d30c77bdcaa53cbc9918e8ba67db9a4,3d30c77bdcaa53cbc9918e8ba67db9a4,customer,19.856887798561345,Low,70.68
9300,customer_7236dee958fe8db7b71ae8858c07640e,7236dee958fe8db7b71ae8858c07640e,customer,19.856887798561345,Low,70.68
9301,customer_ebee9bb9ffc44a917e2dc7135bc38094,ebee9bb9ffc44a917e2dc7135bc38094,customer,19.856777384788384,Low,70.68
9302,customer_efe3565a80fc9f9cb39c28c88ee17c23,efe3565a80fc9f9cb39c28c88ee17c23,customer,19.85673201032054,Low,70.68
9303,customer_24a2aa45549d34a910425326c6e54e60,24a2aa45549d34a910425326c6e54e60,customer,19.856625032373156,Low,70.68
9304,customer_bd8eb27476c9ce370bb6235abd6d3573,bd8eb27476c9ce370bb6235abd6d3573,customer,19.85641486667163,Low,70.68
9305,customer_f80dfcd9f0d530c94e8d82dc32b54278,f80dfcd9f0d530c94e8d82dc32b54278,customer,19.856188944448615,Low,70.68
9306,customer_f75f608835cc424b684d6419e1a48a63,f75f608835cc424b684d6419e1a48a63,customer,19.856167975127487,Low,70.68
9307,customer_cde9a3ba463546473aaa81b023a4c899,cde9a3ba463546473aaa81b023a4c899,customer,19.855975342921507,Low,70.68
9308,customer_43c9959df2b196aa650b48eab5d1a411,43c9959df2b196aa650b48eab5d1a411,customer,19.855880803792587,Low,70.68
9309,customer_abb2f3f74fa28b45a75820a83aea2811,abb2f3f74fa28b45a75820a83aea2811,customer,19.85585094960113,Low,70.68
9310,customer_38984b0187e1e54e2ffe2d03cba9d4e4,38984b0187e1e54e2ffe2d03cba9d4e4,customer,19.855758187446273,Low,70.68
9311,customer_ab81aac5562f98c094a0a51b98f09eeb,ab81aac5562f98c094a0a51b98f09eeb,customer,19.855562001292167,Low,70.68
9312,customer_219dbe91a40560b6acf7df58ad0d029b,219dbe91a40560b6acf7df58ad0d029b,customer,19.85538334863361,Low,70.68
9313,customer_a10be7ed9e8d0fa2f17d0f8504485194,a10be7ed9e8d0fa2f17d0f8504485194,customer,19.855197706201345,Low,70.68
9314,customer_8636c0528cd8e314532e15d6889b563f,8636c0528cd8e314532e15d6889b563f,customer,19.85518550362799,Low,70.68
9315,customer_86a27279a5d8e37c1fe8cd438a1a6f99,86a27279a5d8e37c1fe8cd438a1a6f99,customer,19.85518194967986,Low,70.68
9316,customer_e59cd587c54b08a0e738826916aa3c90,e59cd587c54b08a0e738826916aa3c90,customer,19.855005073995375,Low,70.68
9317,customer_fd40b61d22078726c04ca43787b451db,fd40b61d22078726c04ca43787b451db,customer,19.854877244849412,Low,70.68
9318,customer_8959429661bc7683b7f9d9cb8c5a8c27,8959429661bc7683b7f9d9cb8c5a8c27,customer,19.85469859219086,Low,70.68
9319,customer_a393318d105b41e17b2b04716731d17e,a393318d105b41e17b2b04716731d17e,customer,19.85457088116745,Low,70.68
9320,customer_08f93b424b4ab0d1483bc10268065571,08f93b424b4ab0d1483bc10268065571,customer,19.854570763044897,Low,70.68
9321,customer_71be9a28f9608e32a2386e97c6910ffe,71be9a28f9608e32a2386e97c6910ffe,customer,19.854248524718894,Low,70.68
9322,customer_d0b5b4d23c6d9a316527adec08991173,d0b5b4d23c6d9a316527adec08991173,customer,19.854208244928145,Low,70.68
9323,customer_6937b01fee2c290a613cf1725835c02c,6937b01fee2c290a613cf1725835c02c,customer,19.8541856167555,Low,70.68
9324,customer_95700615deef776ed32faa08f0be634e,95700615deef776ed32faa08f0be634e,customer,19.854133016268843,Low,70.68
9325,customer_bac917328635cc37b0b81f900b1c6b86,bac917328635cc37b0b81f900b1c6b86,customer,19.853970120131777,Low,70.68
9326,customer_1680c593cfe1d6c798df5bd696544a19,1680c593cfe1d6c798df5bd696544a19,customer,19.8538229805162,Low,70.68
9327,customer_222f30917bb3136dd794ee8d25531199,222f30917bb3136dd794ee8d25531199,customer,19.853747751856897,Low,70.68
9328,customer_d6239720d4707e301f1ff0c3e0533483,d6239720d4707e301f1ff0c3e0533483,customer,19.853747751856897,Low,70.68
9329,customer_a22aca4889f1d5b235c42b40b059f78e,a22aca4889f1d5b235c42b40b059f78e,customer,19.853623358536517,Low,70.68
9330,customer_221e1ca1dec4035635c0ec5ec51ecbc5,221e1ca1dec4035635c0ec5ec51ecbc5,customer,19.85357952479763,Low,70.68
9331,customer_27523a0e3d93e54c0491cd5feed33a65,27523a0e3d93e54c0491cd5feed33a65,customer,19.853381679792015,Low,70.68
9332,customer_b5c8676946232d41b82710974344a0c1,b5c8676946232d41b82710974344a0c1,customer,19.85325219179454,Low,70.68
9333,customer_108a66846771910748a726a8073ee888,108a66846771910748a726a8073ee888,customer,19.85322944549934,Low,70.68
9334,customer_f4675c844b105eb17c3dfa1d50ed0c52,f4675c844b105eb17c3dfa1d50ed0c52,customer,19.85322233760308,Low,70.68
9335,customer_ea519434b78cb6612b8164c573eabf18,ea519434b78cb6612b8164c573eabf18,customer,19.85316097036864,Low,70.68
9336,customer_3679353f5259c7a09ca6247f55cb4f7e,3679353f5259c7a09ca6247f55cb4f7e,customer,19.85312282191962,Low,70.68
9337,customer_1bffb251ab9271a8f618dc633e766d6b,1bffb251ab9271a8f618dc633e766d6b,customer,19.853092731483052,Low,70.68
9338,customer_ae13cecbe00bba4580ba29e567f9ce2b,ae13cecbe00bba4580ba29e567f9ce2b,customer,19.852766939208916,Low,70.68
9339,customer_6436ad2025eb0c01e5b78b0d7ee9500a,6436ad2025eb0c01e5b78b0d7ee9500a,customer,19.852749405713368,Low,70.68
9340,customer_b64b51617120648f889d1112f3a71e6f,b64b51617120648f889d1112f3a71e6f,customer,19.85269336940113,Low,70.68
9341,customer_046728049e76c60b3194851ce65ae9fb,046728049e76c60b3194851ce65ae9fb,customer,19.85259705329814,Low,70.68
9342,customer_1b25ea1318d69e729374305c521abdb8,1b25ea1318d69e729374305c521abdb8,customer,19.85259705329814,Low,70.68
9343,customer_7cca7a0f41853e81cac7f579d77e9b43,7cca7a0f41853e81cac7f579d77e9b43,customer,19.852497301369574,Low,70.68
9344,customer_e20efa8fdaf5bbd3780b29d52eb6172e,e20efa8fdaf5bbd3780b29d52eb6172e,customer,19.85240619806623,Low,70.68
9345,customer_56929b4cf5b306902176697e4b487528,56929b4cf5b306902176697e4b487528,customer,19.85233085128438,Low,70.68
9346,customer_37785d41ce5c42aa3e3774e944f6d035,37785d41ce5c42aa3e3774e944f6d035,customer,19.8523274154588,Low,70.68
9347,customer_ef7cc4b636980089f5475c89460a187f,ef7cc4b636980089f5475c89460a187f,customer,19.852206576086548,Low,70.68
9348,customer_1181dc19b5bc200ecadf0b8a28523092,1181dc19b5bc200ecadf0b8a28523092,customer,19.852141773026535,Low,70.68
9349,customer_554f20b1190198361a931b75a6fda43d,554f20b1190198361a931b75a6fda43d,customer,19.8518387270476,Low,70.68
9350,customer_e52ae9727cc55d618b980d016a274cc7,e52ae9727cc55d618b980d016a274cc7,customer,19.851814203778332,Low,70.68
9351,customer_9c84e5193d6ee59b3870e0e4e3a2dad8,9c84e5193d6ee59b3870e0e4e3a2dad8,customer,19.851775700961653,Low,70.68
9352,customer_78911f9f3ff8b99a272b39a458a9120b,78911f9f3ff8b99a272b39a458a9120b,customer,19.85168459765831,Low,70.68
9353,customer_fadf32f9dabc9f4717cdaa8254fe0feb,fadf32f9dabc9f4717cdaa8254fe0feb,customer,19.851211783891152,Low,70.68
9354,customer_5c60f53902d61ed0589ff10757649a3d,5c60f53902d61ed0589ff10757649a3d,customer,19.85117174034551,Low,70.68
9355,customer_2e3e726bbef1b330208c1e746281ceaa,2e3e726bbef1b330208c1e746281ceaa,customer,19.851138214083363,Low,70.68
9356,customer_2e117084eaafeb9b19031f6791e9d51c,2e117084eaafeb9b19031f6791e9d51c,customer,19.85104189798037,Low,70.68
9357,customer_54d2bd42904dd16e1c0486df0ce56854,54d2bd42904dd16e1c0486df0ce56854,customer,19.85072664942808,Low,70.68
9358,customer_5ee8605fdb8acca892845223069ef6ff,5ee8605fdb8acca892845223069ef6ff,customer,19.85069525450766,Low,70.68
9359,customer_336a5319af40378c86fd797109f2b818,336a5319af40378c86fd797109f2b818,customer,19.85069335941104,Low,70.68
9360,customer_3a0e96e016e4cbdc9f2f240a437a4620,3a0e96e016e4cbdc9f2f240a437a4620,customer,19.850494328044125,Low,70.68
9361,customer_e76c8258cfa1b0c9ed716977fb84f0c8,e76c8258cfa1b0c9ed716977fb84f0c8,customer,19.85046044741432,Low,70.68
9362,customer_1ecd872d7c87a92bccd42e450cc58031,1ecd872d7c87a92bccd42e450cc58031,customer,19.85039742132837,Low,70.68
9363,customer_e7377e409d6dc9d17393a8fe0bfa8f17,e7377e409d6dc9d17393a8fe0bfa8f17,customer,19.85033960804207,Low,70.68
9364,customer_5fdcf38147b7d4395d1e76320974494f,5fdcf38147b7d4395d1e76320974494f,customer,19.85032740546871,Low,70.68
9365,customer_b9be3471610862c1c965533de088071f,b9be3471610862c1c965533de088071f,customer,19.85026781520834,Low,70.68
9366,customer_95a7abf9b431f060b678258de8b211a4,95a7abf9b431f060b678258de8b211a4,customer,19.85006819322866,Low,70.68
9367,customer_a50145e7db5cc4d0a2103c80bbadbb8f,a50145e7db5cc4d0a2103c80bbadbb8f,customer,19.849640872051893,Low,70.68
9368,customer_78d1762e8291fc6ea2ce82c42055b78a,78d1762e8291fc6ea2ce82c42055b78a,customer,19.84963388227818,Low,70.68
9369,customer_4a5da3384b540ab10f10447146be22b4,4a5da3384b540ab10f10447146be22b4,customer,19.849318633725893,Low,70.68
9370,customer_cf88cd7b77756165a4f6841a4bdc152c,cf88cd7b77756165a4f6841a4bdc152c,customer,19.849022695643217,Low,70.68
9371,customer_a14b178930d5095e2beda5ffa0641e7a,a14b178930d5095e2beda5ffa0641e7a,customer,19.848956233731695,Low,70.68
9372,customer_f73316600f28297f791764283182dc4e,f73316600f28297f791764283182dc4e,customer,19.84879499644614,Low,70.68
9373,customer_c864fe0c9f4b9010508388922c2b21ae,c864fe0c9f4b9010508388922c2b21ae,customer,19.84875471665539,Low,70.68
9374,customer_000ec5bff359e1c0ad76a81a45cb598f,000ec5bff359e1c0ad76a81a45cb598f,customer,19.84874417293355,Low,70.68
9375,customer_8cf762b009cc30f28dbbe764e9c3ecbf,8cf762b009cc30f28dbbe764e9c3ecbf,customer,19.848735524308324,Low,70.68
9376,customer_c33bea47ddde78f6c98de4d261e2e4e1,c33bea47ddde78f6c98de4d261e2e4e1,customer,19.84872841641206,Low,70.68
9377,customer_b77c65845ceb7b1b280a7c6f137e82d4,b77c65845ceb7b1b280a7c6f137e82d4,customer,19.848530571406442,Low,70.68
